0.042,0.111,0.153
0.040,0.080,0.120
0.038,0.083,0.121
0.041,0.088,0.129
0.039,0.083,0.122
0.040,0.121,0.161
0.040,0.079,0.119
0.040,0.145,0.185
0.036,0.080,0.116
0.037,0.074,0.111
0.043,0.086,0.129
0.040,0.083,0.123
0.042,0.081,0.123
0.041,0.092,0.133
0.041,0.085,0.126
0.041,0.089,0.130
0.041,0.075,0.116
0.038,0.092,0.130
0.039,0.105,0.144
0.035,0.084,0.119
