0.040,0.074,0.114
0.035,0.071,0.106
0.037,0.082,0.119
0.035,0.083,0.118
0.038,0.064,0.102
0.035,0.086,0.121
0.036,0.077,0.113
0.040,0.068,0.108
0.035,0.070,0.105
0.037,0.071,0.108
0.038,0.074,0.112
0.034,0.063,0.097
0.035,0.073,0.108
0.035,0.068,0.103
0.035,0.075,0.110
0.036,0.075,0.111
0.037,0.089,0.126
0.035,0.069,0.104
0.037,0.093,0.130
0.037,0.073,0.110
