0.037,0.072,0.109
0.039,0.069,0.108
0.040,0.073,0.113
0.039,0.102,0.141
0.041,0.072,0.113
0.035,0.077,0.112
0.039,0.071,0.110
0.042,0.071,0.113
0.039,0.077,0.116
0.037,0.072,0.109
0.039,0.072,0.111
0.042,0.111,0.153
0.039,0.072,0.111
0.034,0.070,0.104
0.036,0.065,0.101
0.038,0.070,0.108
0.037,0.069,0.106
0.036,0.072,0.108
0.039,0.110,0.149
0.037,0.095,0.132
