0.030,0.013 ,0.043
0.031,0.010 ,0.041
0.038,0.011 ,0.049
0.035,0.011 ,0.046
0.033,0.012 ,0.045
0.032,0.010 ,0.042
0.032,0.010 ,0.042
0.035,0.010 ,0.045
0.034,0.010 ,0.044
0.035,0.013 ,0.048
0.033,0.011 ,0.044
0.032,0.011 ,0.043
0.038,0.011 ,0.049
0.033,0.011 ,0.044
0.036,0.012 ,0.048
0.033,0.012 ,0.045
0.034,0.010 ,0.044
0.036,0.012 ,0.048
0.037,0.011 ,0.048
0.036,0.011 ,0.047
