1,0.03315,0.0096,0.04275
2,0.03485,0.1034,0.13825
3,0.03445,0.0111,0.04555
4,0.0341,0.08285,0.11695
5,0.03415,0.0111,0.04525
6,0.0349,0.0747,0.1096
7,0.03345,0.0104,0.04385
8,0.03635,0.0749,0.11125
12,0.035,0.0729,0.1079
16,0.0374,0.074,0.1114
24,0.03825,0.0781,0.11635
32,0.03965,0.086,0.12565
48,0.0397,0.0908,0.1305
