0.033,0.069 ,0.102
0.031,0.075 ,0.106
0.035,0.067 ,0.102
0.035,0.075 ,0.110
0.034,0.074 ,0.108
0.038,0.067 ,0.105
0.037,0.074 ,0.111
0.033,0.077 ,0.110
0.033,0.073 ,0.106
0.035,0.071 ,0.106
0.037,0.071 ,0.108
0.036,0.073 ,0.109
0.035,0.077 ,0.112
0.033,0.071 ,0.104
0.036,0.083 ,0.119
0.034,0.070 ,0.104
0.036,0.069 ,0.105
0.035,0.099 ,0.134
0.037,0.076 ,0.113
0.035,0.083 ,0.118
